chunk_id,podcast_id,filename,podcast_title,chunk_index,content_preview,embedding_size
433,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,122,gotten way safer than they used to be. There is that element of danger that's real. That there are people who still get seriously hurt or even killed in a race car. It's mercifully rare compared to wh,15965
39,2,2025-06-17_SED News_ Corporate Spies_ Postgres_ and the Weird Life of Devs Right Now.txt,SED News Corporate Spies Postgres and the Weird Life of Devs Right Now,15,"kinds of tools that is just sort of the tools of the trade of doing business. They don't mind paying for infrastructure, and hosting, and things like that. But in terms of helping me write my software",16010
357,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,46,"coming, you're like, we're gonna fly to to the stars in another two decades. We're gonna invent super mega hypersonic flights that's gonna traverse the earth in two hours. And then that didn't happen.",15988
370,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,59,with a database. - Even simpler than that. It turns tables into classes and rows into objects. I actually think SQL is very easy to understand most of it. You can write some SQL golf too. That's very ,15988
253,7,2025-06-12_TanStack and the Future of Frontend with Tanner Linsley.txt,TanStack and the Future of Frontend with Tanner Linsley,15,"definitely like a better approach. And that's kind of why I was asking, because there's such a great ecosystem of tools within Vite itself that hiding that away or making that more difficult to adopt ",16013
32,2,2025-06-17_SED News_ Corporate Spies_ Postgres_ and the Weird Life of Devs Right Now.txt,SED News Corporate Spies Postgres and the Weird Life of Devs Right Now,8,"sort of misunderstood as to the power of it over, say, just a basic MySQL database. Or indeed, MongoDB kind of had its time. I don't think MongoDB is having its time at the moment. I think a lot of pe",16005
681,18,2025-07-06_Signals and Threads_An inside look at Jane Street_s tech internship with Jeanne Van Briesen_ Matt Else_ and Grace Zhang.txt,Signals and Threads An inside look at Jane Street s tech internship with Jeanne Van Briesen Matt Else and Grace Zhang,2,of the kind of work that we do here at Jane Street and I thought that was really cool I really enjoyed working with the people at insight and I felt like I got to see a lot of the culture at Jane Stre,16001
763,20,2025-07-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Big Beautiful Bill_ Elon_Trump_ Dollar Down Big_ Harvard_s Money Problems_ Figma IPO.txt,All In with Chamath Jason Sacks Friedberg Big Beautiful Bill Elon Trump Dollar Down Big Harvard s Money Problems Figma IPO,36,durable. I wonder when it becomes less durable. Can I push back on this? I think that the I think the question that it brings up is not whether the individual person can whip out a card and pay for it,15984
8,1,2025-06-17_Software Engineering Daily_NVIDIA_s Agentic AI for Container Security with Amanda Saunders and Allan Enemark.txt,Software Engineering Daily NVIDIA s Agentic AI for Container Security with Amanda Saunders and Allan Enemark,7,using this Morpheus and these llms right kind of that plan execute style LM pipelines that we can then use to really like you know accelerate the timeline right cuz some of these it could take a long ,16016
385,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,74,"guys over all these years creating so many amazing products, not murder each other? It's a great story of like partnership. What can you say about collaboration? What can you say that about Jason that",15966
532,13,2025-07-06_Signals and Threads_Python_ OCaml_ and Machine Learning with Laurent Mazare.txt,Signals and Threads Python OCaml and Machine Learning with Laurent Mazare,25,stuff was kind of just needed fundament to be compatible with the whole iOS world yeah I think that the that's indeed the case there is this I want to be able to be attractive to uh Objective C users ,16001
554,14,2025-06-19_Latent Space_ The AI Engineer Podcast_Scaling Test Time Compute to Multi-Agent Civilizations _ Noam Brown_ OpenAI.txt,Latent Space The AI Engineer Podcast Scaling Test Time Compute to Multi Agent Civilizations Noam Brown OpenAI,18,success was betting on the scaling paradigm. It is just kind of odd because you know they were not the biggest lab you know it was like difficult for them to scale back then it was much more common to,15982
791,21,2025-07-07_The Top Shelf_Chris Lattner_ Creator of LLVM_ Swift_ and Mojo.txt,The Top Shelf Chris Lattner Creator of LLVM Swift and Mojo,24,lot of really large projects and these are these aren't just weekend projects they are multi-year projects and they're still going on today and you've done a lot you've you've stated that you learn by,15950
662,17,2025-07-11_All-In with Chamath_ Jason_ Sacks _ Friedberg_Grok 4 Wows_ The Bitter Lesson_ Elon_s Third Party_ AI Browsers_ SCOTUS backs POTUS on RIFs.txt,All In with Chamath Jason Sacks Friedberg Grok 4 Wows The Bitter Lesson Elon s Third Party AI Browsers SCOTUS backs POTUS on RIFs,24,"But it's like this is all under the water type stuff. I get it that we had to deal with all that nonsense in 1998 to try LOS or Google for the first time. But in 2025, there's something that you just ",16009
876,24,2025-06-24_Software Engineering Daily_Google Ventures with Erik Norlander.txt,Software Engineering Daily Google Ventures with Erik Norlander,1,I ended up sticking around for grad school and out of grad school I heard the call of the startup and in this case the startup was Google people forget that Google was a startup Once Upon a Time showi,15910
215,6,2025-06-21_All-In with Chamath_ Jason_ Sacks _ Friedberg_IPOs and SPACs are Back_ Mag 7 Showdown_ Zuck on Tilt_ Apple_s Fumble_ GENIUS Act passes Senate.txt,All In with Chamath Jason Sacks Friedberg IPOs and SPACs are Back Mag 7 Showdown Zuck on Tilt Apple s Fumble GENIUS Act passes Senate,31,"escalator. And I think that that the jig is totally up for software. You're referring to the Salesforce and the SAS category, Chimoth, and what you're doing at 8090 specifically. Yeah. Well, it's it's",15993
903,24,2025-06-24_Software Engineering Daily_Google Ventures with Erik Norlander.txt,Software Engineering Daily Google Ventures with Erik Norlander,28,and figuring out you know where where we want to place our bets but again I would say even though the last two years or so have been really really exciting it still to me feels quite early and I think,15968
873,23,2025-07-06_Signals and Threads_What Is an Operating System_ with Anil Madhavapeddy.txt,Signals and Threads What Is an Operating System with Anil Madhavapeddy,30,sole focus of features that we have been approved to get into coral camel because they've gone through extensive peer review then for 5.1 our plan is to propose the runtime parts of this effect system,16006
342,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,31,"just need to teach you the gospel. I just need to show you this conditional code that we just talked about and you will convert at the point of a sharp argument. Now, I learned that that's not the way",15982
23,1,2025-06-17_Software Engineering Daily_NVIDIA_s Agentic AI for Container Security with Amanda Saunders and Allan Enemark.txt,Software Engineering Daily NVIDIA s Agentic AI for Container Security with Amanda Saunders and Allan Enemark,22,sometimes it's also good to take a break and pause and like real like this is like kind of magic like it really is Magic like I mean I was thinking about Star Trek the other day and how you know befor,16001
435,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,124,"plus hours, you're not quite as sharp as when you first wake up. And this is funny about Le Mans too. It starts at around four o'clock in the afternoon. So you've already been up for half a day by the",16015
171,5,2025-07-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Trump vs Powell_ Solving the Debt Crisis_ The _10T AGI Prize_ GENIUS Act Becomes Law.txt,All In with Chamath Jason Sacks Friedberg Trump vs Powell Solving the Debt Crisis The 10T AGI Prize GENIUS Act Becomes Law,25,of the great upshots of the AI boom is that the AI companies whether it's Meta or Google they're so motivated that they'll actually go and upgrade the infrastructure they'll invest in the you know sma,16040
596,15,2025-07-14_Minus One_Alexandr Wang_ Scale AI_ _ the Startup Hunger Games.txt,Minus One Alexandr Wang Scale AI the Startup Hunger Games,17,producing all the data to actually enables to get to that um get to you know get to data scaling in addition to compute scaling um maybe shifting a little bit to like you know a lot of folks out there,15983
248,7,2025-06-12_TanStack and the Future of Frontend with Tanner Linsley.txt,TanStack and the Future of Frontend with Tanner Linsley,10,"we write our own .d, .ts files and we use Vitest's TypeScript stuff to say, ""Expect this type to equal this type."" And for the most part, not for the most part, it works great. Yeah. We'll go through ",15979
291,9,2025-06-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Tony Robbins _ All-In Live from Miami.txt,All In with Chamath Jason Sacks Friedberg Tony Robbins All In Live from Miami,6,"months. Six minutes. 10 minutes. Six weeks. Yeah. Six minutes. Yeah. For most people, it's been six minutes and about six weeks I found. Yeah. And so why is that? Because we're meant to grow in life. ",16030
309,9,2025-06-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Tony Robbins _ All-In Live from Miami.txt,All In with Chamath Jason Sacks Friedberg Tony Robbins All In Live from Miami,24,to do it. I've never seen anything like it in my life. He does plasma feresis. You probably have heard of it where they take blood out and they put it through a filter and it's can be very useful. I'v,16018
883,24,2025-06-24_Software Engineering Daily_Google Ventures with Erik Norlander.txt,Software Engineering Daily Google Ventures with Erik Norlander,8,that's generally how we get to a point about being excited about the tech and obviously the vision there matters a lot in terms of us being aligned that this is technology that's going to be exciting ,15984
781,21,2025-07-07_The Top Shelf_Chris Lattner_ Creator of LLVM_ Swift_ and Mojo.txt,The Top Shelf Chris Lattner Creator of LLVM Swift and Mojo,14,I have a ton of respect for go um I have a lot less experience with go than these other ones um I think that go one of the lessons learn from go is it initially positioned itself as a systems programm,15943
714,19,2025-06-03_All-In with Chamath_ Jason_ Sacks _ Friedberg_Miami Mayor Francis Suarez_ The Recipe for Creating America_s Happiest City _ All-In Live from Miami.txt,All In with Chamath Jason Sacks Friedberg Miami Mayor Francis Suarez The Recipe for Creating America s Happiest City All In Live from Miami,0,"# Podcast Transcript # Show: All-In with Chamath, Jason, Sacks & Friedberg # Episode: Miami Mayor Francis Suarez: The Recipe for Creating America's Happiest City | All-In Live from Miami # YouTube URL",16017
545,14,2025-06-19_Latent Space_ The AI Engineer Podcast_Scaling Test Time Compute to Multi-Agent Civilizations _ Noam Brown_ OpenAI.txt,Latent Space The AI Engineer Podcast Scaling Test Time Compute to Multi Agent Civilizations Noam Brown OpenAI,9,move in a game of chess I actually don't know they're just not allowed to yeah like do you just lose the game I don't know so if that's if that's the case then I think it's totally reasonable to say l,16002
756,20,2025-07-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Big Beautiful Bill_ Elon_Trump_ Dollar Down Big_ Harvard_s Money Problems_ Figma IPO.txt,All In with Chamath Jason Sacks Friedberg Big Beautiful Bill Elon Trump Dollar Down Big Harvard s Money Problems Figma IPO,29,from Harvard and that's a really big deal because that's a wonderful company. I think the Teal Fellows program has highlighted that you don't get exceptional performance by exclusively going to people,15973
87,3,2025-06-13_All-In with Chamath_ Jason_ Sacks _ Friedberg_ICE Raids_ LA Riots_ Strong Economic Data_ Politicized Fed_ Iran War with Tucker Carlson.txt,All In with Chamath Jason Sacks Friedberg ICE Raids LA Riots Strong Economic Data Politicized Fed Iran War with Tucker Carlson,41,"of this podcast, my decision was I don't want to insert myself into this, have my quotes or my feelings uh about Trump, about the bill get weaponized. And that's typically what happens when you have a",16000
865,23,2025-07-06_Signals and Threads_What Is an Operating System_ with Anil Madhavapeddy.txt,Signals and Threads What Is an Operating System with Anil Madhavapeddy,22,to take it on and cambridge was and i think it was important to have an academic institution that's willing to do it because o'camel is in many ways a deeply academic language its roots and much of th,15979
743,20,2025-07-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Big Beautiful Bill_ Elon_Trump_ Dollar Down Big_ Harvard_s Money Problems_ Figma IPO.txt,All In with Chamath Jason Sacks Friedberg Big Beautiful Bill Elon Trump Dollar Down Big Harvard s Money Problems Figma IPO,16,"what I would like you to be in favor of."" And do what Norquist did with his no new taxes pledge. Do some sort of pledge like that. I don't know if it needs to be a new party, but just really crisply d",15988
822,22,2025-05-31_All-In with Chamath_ Jason_ Sacks _ Friedberg_AI Doom vs Boom_ EA Cult Returns_ BBB Upside_ US Steel and Golden Votes.txt,All In with Chamath Jason Sacks Friedberg AI Doom vs Boom EA Cult Returns BBB Upside US Steel and Golden Votes,21,"to use. Sure, AI would be a great tool for managers, but we're not anywhere near the point where managerial jobs are being eliminated because they're getting replaced by AI agents. We're still at the ",16004
218,6,2025-06-21_All-In with Chamath_ Jason_ Sacks _ Friedberg_IPOs and SPACs are Back_ Mag 7 Showdown_ Zuck on Tilt_ Apple_s Fumble_ GENIUS Act passes Senate.txt,All In with Chamath Jason Sacks Friedberg IPOs and SPACs are Back Mag 7 Showdown Zuck on Tilt Apple s Fumble GENIUS Act passes Senate,34,"in the past 5 years, going to be a broader lens into the S&P 493. I think inside of boardrooms, inside of every investment committee, you're going to see the exact same conversations that we've been h",16036
518,13,2025-07-06_Signals and Threads_Python_ OCaml_ and Machine Learning with Laurent Mazare.txt,Signals and Threads Python OCaml and Machine Learning with Laurent Mazare,11,to use it on real life things for Jan Street it will mean that you might have a trading system that is actually using your your thing and this trading system is likely to be written in a Cel because i,16018
658,17,2025-07-11_All-In with Chamath_ Jason_ Sacks _ Friedberg_Grok 4 Wows_ The Bitter Lesson_ Elon_s Third Party_ AI Browsers_ SCOTUS backs POTUS on RIFs.txt,All In with Chamath Jason Sacks Friedberg Grok 4 Wows The Bitter Lesson Elon s Third Party AI Browsers SCOTUS backs POTUS on RIFs,20,and they need to stay ahead on the product level because they can't compete on the factory level. The way to stay ahead on the product level is shipping a device. They got to ship the device. It's got,16009
26,2,2025-06-17_SED News_ Corporate Spies_ Postgres_ and the Weird Life of Devs Right Now.txt,SED News Corporate Spies Postgres and the Weird Life of Devs Right Now,2,And it's been reported that this person sort of was confronted in the office and literally threw his phone down the toilet. It's proper spy novel stuff. [0:04:05] SF: Was there any smoke bombs or anyt,15993
605,15,2025-07-14_Minus One_Alexandr Wang_ Scale AI_ _ the Startup Hunger Games.txt,Minus One Alexandr Wang Scale AI the Startup Hunger Games,26,kind of you avoid the the perfect competition so to speak sure hey Alex um just a quick question on um your thought on people's opinions and kind of having a specific opinion I think people's opinions,15943
644,17,2025-07-11_All-In with Chamath_ Jason_ Sacks _ Friedberg_Grok 4 Wows_ The Bitter Lesson_ Elon_s Third Party_ AI Browsers_ SCOTUS backs POTUS on RIFs.txt,All In with Chamath Jason Sacks Friedberg Grok 4 Wows The Bitter Lesson Elon s Third Party AI Browsers SCOTUS backs POTUS on RIFs,6,on steroids basically. Yeah. And then it's like how do you cook that burger? That's what I call that's what we call state change. So state change is the is the cooking of the food. assembly is the lik,16023
483,11,2025-05-29_All-In with Chamath_ Jason_ Sacks _ Friedberg_Nico Rosberg on the Booming Business of F1 _ All-In Live from Miami.txt,All In with Chamath Jason Sacks Friedberg Nico Rosberg on the Booming Business of F1 All In Live from Miami,9,"how did you find that? Yeah. How did that How did that come about? I mean, I'm really putting an effort into this community as well. I'm spending a lot of time in in Silicon Valley meeting everybody a",16004
708,18,2025-07-06_Signals and Threads_An inside look at Jane Street_s tech internship with Jeanne Van Briesen_ Matt Else_ and Grace Zhang.txt,Signals and Threads An inside look at Jane Street s tech internship with Jeanne Van Briesen Matt Else and Grace Zhang,29,it's good to have different teams that are kind of focused on different areas and in different parts of the organization there's all sorts of teams that are attached to this or that infrastructure gro,15948
595,15,2025-07-14_Minus One_Alexandr Wang_ Scale AI_ _ the Startup Hunger Games.txt,Minus One Alexandr Wang Scale AI the Startup Hunger Games,16,synthetic data um it just turns out you you like you lose so much of the real richness in the data distribution if you use synthetic data so I think the reality of what's going to happen going forward,15960
19,1,2025-06-17_Software Engineering Daily_NVIDIA_s Agentic AI for Container Security with Amanda Saunders and Allan Enemark.txt,Software Engineering Daily NVIDIA s Agentic AI for Container Security with Amanda Saunders and Allan Enemark,18,sort of Open Source Point of View yeah I think we want to make blueprints Alan said it well we want to make them open and available you know this is a lot of this is stuff that we do internally we're ,15976
898,24,2025-06-24_Software Engineering Daily_Google Ventures with Erik Norlander.txt,Software Engineering Daily Google Ventures with Erik Norlander,23,about those sure I mean I'd love to just touch on warp because you only mentioned it for a second I mean it's it's a really fun one so most of us whenever we got started with programming we had to use,15976
478,11,2025-05-29_All-In with Chamath_ Jason_ Sacks _ Friedberg_Nico Rosberg on the Booming Business of F1 _ All-In Live from Miami.txt,All In with Chamath Jason Sacks Friedberg Nico Rosberg on the Booming Business of F1 All In Live from Miami,4,like six years 20 million fans to like 50 million fans. It's more than doubled only in the US alone. What do you think Netflix did? Right. So Netflix the owners of F1 are Liberty. Yeah. Which is a US ,15998
889,24,2025-06-24_Software Engineering Daily_Google Ventures with Erik Norlander.txt,Software Engineering Daily Google Ventures with Erik Norlander,14,we want to really just just kind of supercharge that at the right moment you know for me again you probably don't want me at this point writing any code for your company but I'm always happy to be you,15983
155,5,2025-07-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Trump vs Powell_ Solving the Debt Crisis_ The _10T AGI Prize_ GENIUS Act Becomes Law.txt,All In with Chamath Jason Sacks Friedberg Trump vs Powell Solving the Debt Crisis The 10T AGI Prize GENIUS Act Becomes Law,9,"worth mentioning this model was trained on Hopper. So, this this model is probably about as far as you can take the last generation of Nvidia GPUs. the next models we see, you know, Gro 5, you know, '",16039
153,5,2025-07-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Trump vs Powell_ Solving the Debt Crisis_ The _10T AGI Prize_ GENIUS Act Becomes Law.txt,All In with Chamath Jason Sacks Friedberg Trump vs Powell Solving the Debt Crisis The 10T AGI Prize GENIUS Act Becomes Law,7,"maybe start to make this the um the deciding issue? And maybe could we see some movement on the other two parties, some pressure on them by a third party, an America party perhaps? Yeah. Well, I think",15958
322,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,11,"learned in the framework you've been spending the last amount of time on, it's all useless. You gotta throw everything out and you gotta start over. Why aren't you doing it, stupid idiot? - Is that a ",15970
896,24,2025-06-24_Software Engineering Daily_Google Ventures with Erik Norlander.txt,Software Engineering Daily Google Ventures with Erik Norlander,21,organizing my coding projects and tracking new machine running papers it's completely customizable so you can really make notion your own to take your organization and productivity to the next level n,15969
242,7,2025-06-12_TanStack and the Future of Frontend with Tanner Linsley.txt,TanStack and the Future of Frontend with Tanner Linsley,4,"it's the implementation gets a little blurry too. Like, ""Okay, so when I call this function on the client, what is exactly happening?"" Okay, it's creating a fetch. It's doing a fetch call to my server",15960
900,24,2025-06-24_Software Engineering Daily_Google Ventures with Erik Norlander.txt,Software Engineering Daily Google Ventures with Erik Norlander,25,in the same app right so I I think that that's really a model for how software is going to continue being built into the future where you know AI has a bigger influence and you know there's just other,15982
201,6,2025-06-21_All-In with Chamath_ Jason_ Sacks _ Friedberg_IPOs and SPACs are Back_ Mag 7 Showdown_ Zuck on Tilt_ Apple_s Fumble_ GENIUS Act passes Senate.txt,All In with Chamath Jason Sacks Friedberg IPOs and SPACs are Back Mag 7 Showdown Zuck on Tilt Apple s Fumble GENIUS Act passes Senate,17,of the business is there. But I would argue that there's actually a low probability but very high severity risk to Nvidia in China. There was just a demonstration last month of a 1 nanometer semicondu,16008
91,3,2025-06-13_All-In with Chamath_ Jason_ Sacks _ Friedberg_ICE Raids_ LA Riots_ Strong Economic Data_ Politicized Fed_ Iran War with Tucker Carlson.txt,All In with Chamath Jason Sacks Friedberg ICE Raids LA Riots Strong Economic Data Politicized Fed Iran War with Tucker Carlson,45,"conflicts and if he and Witoff can hopefully hold the line with BB and everybody else, I think we're way way way better off. But you see this like every time we're on the verge of victory, somebody in",15989
220,6,2025-06-21_All-In with Chamath_ Jason_ Sacks _ Friedberg_IPOs and SPACs are Back_ Mag 7 Showdown_ Zuck on Tilt_ Apple_s Fumble_ GENIUS Act passes Senate.txt,All In with Chamath Jason Sacks Friedberg IPOs and SPACs are Back Mag 7 Showdown Zuck on Tilt Apple s Fumble GENIUS Act passes Senate,36,"retweet is more important. Yeah, I love that quote retweet. Here we go. Here's the tweet. Chimamoth says, ""Incredible that almost 58,000 people voted in his tweet if he should launch a new spa."" So, u",16004
905,24,2025-06-24_Software Engineering Daily_Google Ventures with Erik Norlander.txt,Software Engineering Daily Google Ventures with Erik Norlander,30,startups kind of start from the same place and it will look quite sey to you know you might be comparing yourself to some other outfits and say oh well they're they're there today and I'm not but that,15987
758,20,2025-07-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Big Beautiful Bill_ Elon_Trump_ Dollar Down Big_ Harvard_s Money Problems_ Figma IPO.txt,All In with Chamath Jason Sacks Friedberg Big Beautiful Bill Elon Trump Dollar Down Big Harvard s Money Problems Figma IPO,31,part of the discussion we've got to Freeberg is that we had an incredible system of a series of layered I you know iconography that indicated hey you get 10 people from this group 100 from this group ,16013
536,14,2025-06-19_Latent Space_ The AI Engineer Podcast_Scaling Test Time Compute to Multi-Agent Civilizations _ Noam Brown_ OpenAI.txt,Latent Space The AI Engineer Podcast Scaling Test Time Compute to Multi Agent Civilizations Noam Brown OpenAI,0,"# Podcast Transcript # Show: Latent Space: The AI Engineer Podcast # Episode: Scaling Test Time Compute to Multi-Agent Civilizations — Noam Brown, OpenAI # YouTube URL: https://www.youtube.com/watch?v",15957
804,22,2025-05-31_All-In with Chamath_ Jason_ Sacks _ Friedberg_AI Doom vs Boom_ EA Cult Returns_ BBB Upside_ US Steel and Golden Votes.txt,All In with Chamath Jason Sacks Friedberg AI Doom vs Boom EA Cult Returns BBB Upside US Steel and Golden Votes,3,"create leverage, humans have a tendency to do more and invest more, not less. And I think that's what's about to happen. I think we see this across the spectrum. People assumed, ""Oh my gosh, software ",15990
655,17,2025-07-11_All-In with Chamath_ Jason_ Sacks _ Friedberg_Grok 4 Wows_ The Bitter Lesson_ Elon_s Third Party_ AI Browsers_ SCOTUS backs POTUS on RIFs.txt,All In with Chamath Jason Sacks Friedberg Grok 4 Wows The Bitter Lesson Elon s Third Party AI Browsers SCOTUS backs POTUS on RIFs,17,consciousness but you start I was like how do I describe the big C word consciousness but but you need to be able to test in the physical world so you could imagine a a physical lab connected to one o,15969
608,16,2025-06-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Jared Isaacman_ What went wrong at NASA _ The All-In Interview.txt,All In with Chamath Jason Sacks Friedberg Jared Isaacman What went wrong at NASA The All In Interview,2,uh so I picked up my passion for flying and I I I basically had parallel careers you know in aviation and in and in business and I started flying air shows in uh in 2010 and 2011. 11 and I was flying ,15988
504,12,2025-06-18_Y Combinator Startup Podcast_Cursor CEO_ Going Beyond Code_ Superintelligent AI Agents And Why Taste Still Matters.txt,Y Combinator Startup Podcast Cursor CEO Going Beyond Code Superintelligent AI Agents And Why Taste Still Matters,18,"a great fit, these people act as an immune system against that, right? And they will be kind of keepers of holding the bar really high. And so we hired very very very slowly at the start. We were able",15997
858,23,2025-07-06_Signals and Threads_What Is an Operating System_ with Anil Madhavapeddy.txt,Signals and Threads What Is an Operating System with Anil Madhavapeddy,15,we called a bitcoin pinata and this bitcoin pinata was in about 2015 or so i think they hid 10 bitcoins inside a unicorn put it on the internet and they left the private keys inside the unicorn and th,15998
111,4,2025-06-28_All-In with Chamath_ Jason_ Sacks _ Friedberg_12 Day War_ Socialism Wins in NYC_ Stocks All-Time High_ AI Copyright_ Science Corner.txt,All In with Chamath Jason Sacks Friedberg 12 Day War Socialism Wins in NYC Stocks All Time High AI Copyright Science Corner,16,"paradigm shift that we're seeing here comes from an investment in energy in the United States since the Iraq war, since the Afghanistan war. We now are energy independent. We're a net exporter. We've ",15988
884,24,2025-06-24_Software Engineering Daily_Google Ventures with Erik Norlander.txt,Software Engineering Daily Google Ventures with Erik Norlander,9,building a really complex distributed system and that's the whole point of go you know it's kind of the perfect fit for that and so yeah they'll do things around the edges in different languages but a,15949
249,7,2025-06-12_TanStack and the Future of Frontend with Tanner Linsley.txt,TanStack and the Future of Frontend with Tanner Linsley,11,"They threw in the test suite, and they just started cranking away, passing tests, and then they're like, ""We're done."" I was like, ""What the heck?"" We launched TanStack Router for Solid last week and ",16024
236,6,2025-06-21_All-In with Chamath_ Jason_ Sacks _ Friedberg_IPOs and SPACs are Back_ Mag 7 Showdown_ Zuck on Tilt_ Apple_s Fumble_ GENIUS Act passes Senate.txt,All In with Chamath Jason Sacks Friedberg IPOs and SPACs are Back Mag 7 Showdown Zuck on Tilt Apple s Fumble GENIUS Act passes Senate,52,that and allow stable coin issuers to kind of just do what they want to do. All right? And that'll be easier once the banks get into the act and they're participating in this industry. Got it. But rig,15991
257,7,2025-06-12_TanStack and the Future of Frontend with Tanner Linsley.txt,TanStack and the Future of Frontend with Tanner Linsley,19,mostly because the same things that I would be doing to teach an AI are the same things I'm going to be doing to teach users. We have to make sure our documentation is outstanding. Plenty of examples.,16056
697,18,2025-07-06_Signals and Threads_An inside look at Jane Street_s tech internship with Jeanne Van Briesen_ Matt Else_ and Grace Zhang.txt,Signals and Threads An inside look at Jane Street s tech internship with Jeanne Van Briesen Matt Else and Grace Zhang,18,I was an intern but that's about it also we we've helped by changing a bunch of things in the intering year oh yeah that's super helpful they are usually better when we change them that is true that i,15986
360,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,49,"close to that. So if you are investing time now into becoming a really good vibe coder, maybe this is the right thing to do as if it's indeed a skill, we kind of meme about vibe coding, just like sitt",15950
244,7,2025-06-12_TanStack and the Future of Frontend with Tanner Linsley.txt,TanStack and the Future of Frontend with Tanner Linsley,6,"SPA kind of isomorphic code, the packages that you use inside of the server handler or the validator, they get ripped out of the client so that you're not shipping Zod to the client unless you want to",15998
141,4,2025-06-28_All-In with Chamath_ Jason_ Sacks _ Friedberg_12 Day War_ Socialism Wins in NYC_ Stocks All-Time High_ AI Copyright_ Science Corner.txt,All In with Chamath Jason Sacks Friedberg 12 Day War Socialism Wins in NYC Stocks All Time High AI Copyright Science Corner,46,they created this large repository of books and unfortunately some of them weren't paid for they were pirated material and so anthropic allegedly by the way allegedly is in some hot water and then I t,15976
455,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,144,"is very intuitive, very readable. It's nice. - I really should pick up a language like that at some point. I've been programming long enough that it's a little embarrassing that I haven't actually don",16009
593,15,2025-07-14_Minus One_Alexandr Wang_ Scale AI_ _ the Startup Hunger Games.txt,Minus One Alexandr Wang Scale AI the Startup Hunger Games,14,and so um I think that I think there's kind of two things I think the first is um the the industry is gonna like the the model companies are going to have to work very hard to improve the reliability ,15966
522,13,2025-07-06_Signals and Threads_Python_ OCaml_ and Machine Learning with Laurent Mazare.txt,Signals and Threads Python OCaml and Machine Learning with Laurent Mazare,15,manipulate programs is both a very good example in the sense that it highlights something o camel is really good at but also I feel like in some ways a bad example because I think it understates how o,15995
508,13,2025-07-06_Signals and Threads_Python_ OCaml_ and Machine Learning with Laurent Mazare.txt,Signals and Threads Python OCaml and Machine Learning with Laurent Mazare,1,a bit of a concern I spent a couple years working at Gman and in 2013 I joined Jan Street as a software developer I work mostly on trading systems at Jan street so back to using okl mostly everything ,15955
135,4,2025-06-28_All-In with Chamath_ Jason_ Sacks _ Friedberg_12 Day War_ Socialism Wins in NYC_ Stocks All-Time High_ AI Copyright_ Science Corner.txt,All In with Chamath Jason Sacks Friedberg 12 Day War Socialism Wins in NYC Stocks All Time High AI Copyright Science Corner,40,"reason for rates to be as high as they are. It'll also be good in terms of financing our debt. So, I think that it is time for Pal to act and I think he's being overly cautious here. He's being slow h",15984
